,title,isbn13,loan_cnt,author,publisher,sex,age,genre
5254,(민족혁명가) 김원봉,9788935663286,2,이원규 지음,한길사,남성,청소년(14~19),"Korean resistance movements, 1905-1945"
5255,수학으로 세상을 바꾸다 :삶의 지혜와 변화를 주는 수학,9788936318253,2,양영오 지음,교문사,남성,청소년(14~19),Literary Collections
5256,세 마녀의 점술 가게,9788930217088,3,안비루 야스코 글그림|황세정,예림당,,,Literary Collections
5257,Why? People : 신사임당 - 증보판,9788930239059,3,"최효림 (지은이), 이세경 (그림), 윤재웅 (감수)",예림당,,,Dinosaurs
5258,Why? 미술,9788930239462,3,글: 조영선 ;그림: 이영호,예림당,,,Art
5259,열두 띠 동물 이야기 - 동양에 전해 오는 옛날이야기,9788930270724,3,"라이마 (지은이), 박지민 (옮긴이)",예림당,,,Animals
5260,(혼자 배우는) 비주얼 C++ 6 데이터 베이스 프로그래밍,9788931461817,3,Lyn Robison 지음,성안당,,,Korea
5261,(The) closet novel :7인의 옷장,9788932026718,3,"지은이: 김중혁,손보미",문학과지성사,,,Literary Collections
5262,팬데믹,9788932037714,3,"김초엽, 듀나, 정소연, 김이환, 배명훈, 이종산 (지은이)",문학과지성사,,,Science
5263,똥이 어디로 갔을까?,9788932374352,3,이상권,현암주니어,,,"Children's stories, Korean"
5264,오세암:정채봉 동화집,9788936440190,3,정채봉 [지음];이현미 그림,창비,,,"Children's stories, Korean"
5265,부자로 가는 마지막 비상구 :대한민국 재테크 지도,9791196743949,8,박연수 지음,책수레,,,Business & Economics
5266,Oxford Reading Tree: Level 3: Stories: a Cat in the Tree (Paperback),9780198481720,7,Roderick Hunt,OxfordUniversityPress,,,Readers (Primary)
5267,Oxford Reading Tree: Level 4: More Stories A: Poor Old Mum (Paperback),9780198482192,7,Hunt|Roderick,OxfordUniversityPress,,,Readers (Primary)
5268,귀신 고민 해결사,9788934996743,3,"이꽃님 (지은이), 고담 (그림)",주니어김영사,,,Fiction
5269,책으로 집을 지은 악어,9788934936855,3,양태석 글 ;원혜진 그림,김영사,,,Family & Relationships
5270,"설민석의 삼국지 3 (라이트 에디션) - 새로운 세상, 영웅으로 기억되다",9788933871492,3,설민석 (지은이),세계사,,,History
5271,대지의 기둥 :켄 폴릿 장편소설,9788954612845,3,지은이: 켄 폴릿 ;옮긴이: 한기찬,문학동네,남성,50대,Cathedrals
5272,데카르트가 들려주는 함수 이야기,9788954403757,2,정완상 지음,자음과모음,남성,청소년(14~19),Education
5273,최고의 이름,9791190300599,33,루치루치 (지은이),북극곰,,,Juvenile Nonfiction
5274,The Secret of the Sacred Temple (Paperback) (Secret Agent Jack Stalwart),9781602860032,10,Hunt|Elizabeth Singer,LittleBrown&Co,남성,초등(8~13),Juvenile Fiction
5275,10대에게 권하는 인문학 :연세대 인문학연구원 인문학자 5명이 풀어 쓴 최초의 청소년 인문서,9788992814805,3,"연세대학교 인문학연구원,이혜민 지음",글담출판,여성,청소년(14~19),Psychology
5276,에이번리의 앤 :『빨간머리 앤』두 번째 이야기,9788992632782,3,루시 모드 몽고메리 지음 ;김지혁 그림,인디고,여성,청소년(14~19),Literary Collections
5277,Zack Files 04: Zap! I'm a Mind Reader (Paperback),9780448412634,4,Dan Greenburg,GROSSET&DUNLAP,남성,청소년(14~19),Extrasensory perception
5278,폴리매스 - 한계를 거부하는 다재다능함의 힘,9791135488399,33,"와카스 아메드 (지은이), 이주만 (옮긴이)",안드로메디안,,,Business & Economics
5279,모모 1,9791165880040,34,"조나단 가르니에 (지은이), 로니 호틴 (그림), 문소산 (옮긴이)",북극곰,,,Comics & Graphic Novels
5280,"조지, 마법의 약을 만들다",9788952709394,2,로알드 달 글;김연수 옮김,시공주니어,남성,청소년(14~19),Grandmothers
5281,열여덟 소울 :김선희 장편소설,9788952222916,2,지은이: 김선희,살림출판사,남성,청소년(14~19),Young adult fiction
5282,살아남은 자들이 경험하는 방식 :김솔 짧은 소설,9788950988500,2,지은이: 김솔,Arte(아르테),남성,청소년(14~19),Fiction
5283,신약 개발의 비밀을 알고 싶니? :약학,9788949153551,2,김선 글 ;이경석 그림,비룡소,남성,청소년(14~19),Drug development
5284,(혼자 공부하는) 가상현실 개념사전 :VR도 모르면서 포켓몬을 잡는다고?,9788950969592,2,정동훈 지음,21세기북스,남성,청소년(14~19),Business & Economics
5285,생각이 크는 인문학,9788950973148,2,"글: 김윤경,그림: 이진아",북이십일,남성,청소년(14~19),Juvenile Fiction
5286,신의 카르테 :나쓰카와 소스케 장편소설,9788950974305,2,지은이: 나쓰카와 소스케 ;옮긴이: 백지은,Arte(북이십일 아르테),남성,청소년(14~19),Clinics
5287,시동,9788950984328,2,조금산 글그림,북이십일 더오리진,남성,청소년(14~19),Automobiles
5288,"(수학, 철학, 종교의 만남)무한의 신비",9788988907344,3,애머 악첼 지음;승영조 [공]옮김,승산,여성,청소년(14~19),Science
5289,우리는 왜 개는 사랑하고 돼지는 먹고 소는 신을까 :육식주의를 해부한다,9788991136243,3,멜라니 조이 지음 ;노순옥 옮김,모멘토,여성,청소년(14~19),History
5290,ARTHUR's Birthday Surprise,9791158940669,4,by Marc Brown,,여성,유아(6~7),Juvenile Fiction
5291,가슴이 콕콕,9788966350742,4,"하세가와 슈헤이 (지은이), 김숙 (옮긴이)",북뱅크,남성,유아(6~7),Friendship
5292,엄마 고발 카페,9788965912651,4,김미희 글 ;정문주 그림,휴먼어린이,남성,유아(6~7),Poetry
5293,머리가 좋아지는 약,9788966350308,4,히라타 아키코 글 ;김숙 옮김,북뱅크,남성,유아(6~7),Fiction
5294,"생일 축하해, 샘!",9788961701006,4,팻 허친즈 글·그림 ;신형건 옮김,푸른책들,남성,유아(6~7),Fiction
5295,Disney Fun to Read 1-20 Andy's New Toy (Toy Story),9788953933873,3,,문진미디어(MOONJINMEDIA),남성,영유아(0~5),"Comic books, strips, etc"
5296,Kingdom of Color,9788953933897,3,문진미디어 편집부,투판즈,남성,영유아(0~5),Juvenile Fiction
5297,행복한 우리 가족,9788954601375,3,지은이: 한성옥,문학동네,남성,영유아(0~5),Picture books for children
5298,비둘기에게 버스 운전은 맡기지 마세요!,9788952211743,3,모 윌렘스 글·그림 ;정회성 옮김,살림출판사,남성,영유아(0~5),Juvenile Fiction
5299,우리 몸이 궁금하면 열어 봐! :우리 아이 첫 의학 사전,9788952228185,3,지은이: 케이티 데이너스 ;옮긴이: 유수미,살림출판사,남성,영유아(0~5),Family & Relationships
5300,세계사 보물찾기 :이집트 문명 편,9788937885006,11,글: 곰돌이co. ;그림: 강경효,미래엔,남성,초등(8~13),"Comic books, strips, etc"
5301,세계사 보물찾기,9788937899270,11,글: 곰돌이co. ;그림: 강경효,미래엔,남성,초등(8~13),"Comic books, strips, etc"
5302,그리스에서 보물찾기,9788937840272,11,글: 곰돌이 co.;그림: 강경효,대한교과서,남성,초등(8~13),"Comic books, strips, etc"
5303,브라질에서 보물찾기,9788937841989,11,글: 곰돌이 co.;그림: 강경효,대한교과서,남성,초등(8~13),Brazil
5304,네덜란드에서 보물찾기,9788937842030,11,글: 곰돌이 co. ;그림: 강경효,대한교과서,남성,초등(8~13),Adventure stories
5305,코믹 메이플 스토리 오프라인 RPG 78,9788926398425,11,"송도수 (글), 서정은 (그림)",서울문화사,남성,초등(8~13),Comics & Graphic Novels
5306,인생을 숫자로 말할 수 있나요?,9788980714759,3,"브뤼노 지베르 (지은이), 권지현 (옮긴이)",미세기,남성,영유아(0~5),Fiction
5307,내가 동물원에서 일한다면? - 사육사와 동물들,9788974993771,3,"스티브 젠킨스, 로빈 페이지 (지은이), 이한음 (옮긴이)",JEI재능교육(재능출판),남성,영유아(0~5),Nature
5308,무민과 잃어버린 목걸이,9788972889878,3,원작·원화: 토베 얀손 ;옮김: 이지영,작가정신,남성,영유아(0~5),Education
5309,무민과 마법의 색깔,9788972889601,3,원작·원화: 토베 얀손 ;옮김: 서하나,작가정신,남성,영유아(0~5),Education
5310,무민의 특별한 보물,9788972889588,3,원작·원화: 토베 얀손 ;옮김: 서하나,작가정신,남성,영유아(0~5),Education
5311,초등 엄마 관계 특강 - 대치동 교육 전문가 샤론코치의 학부모 관계 솔루션 68+,9788968332746,3,이미애 (지은이),물주는아이,남성,영유아(0~5),Family & Relationships
5312,산타 할아버지는 알고 계신대!,9788967490584,3,글: 리차드 커티스 ;옮김: 최용은,키즈엠,남성,영유아(0~5),Fiction
5313,Moomin 무민과 첫눈,9788965676379,3,"토베 얀손 (원작), 공민희 (옮긴이)",예림아이,남성,영유아(0~5),Fiction
5314,페파의 안경,9788965676430,3,옮김: 윤영,예림아이,남성,영유아(0~5),Education
5315,Moomin 무민과 새로운 친구,9788965676362,3,"토베 얀손 (지은이), 공민희 (옮긴이)",예림아이,남성,영유아(0~5),Education
5316,뽀로로 우리는 친구,9788964132593,3,키즈아이콘 편집부 (엮은이),키즈아이콘(아이코닉스),남성,영유아(0~5),Friendship
5317,바다에 사는 생물 - 도감 - 새,9788963295626,3,"이향안 (지은이), 김태원 (감수)",한국톨스토이,남성,영유아(0~5),Book industries and trade
5318,충치 영웅 플라그 모험을 떠나다,9788962474145,3,강경수 글·그림,위즈덤하우스,남성,영유아(0~5),Juvenile Nonfiction
5319,우리는 딱이야,9788961707671,3,"민 레 (지은이), 댄 샌탯 (그림), 신형건 (옮긴이)",보물창고,남성,영유아(0~5),Fiction
5320,"프린세스, 진짜 힘을 보여 줘!",9788950981402,11,"비타 머로 (지은이), 훌리아 베레시아르투 (그림), 김난령 (옮긴이)",을파소,여성,초등(8~13),Juvenile Fiction
5321,용선생의 시끌벅적 과학교실 15 : 기압과 바람 - 왜 비행기를 타면 귀가 먹먹해질까?,9791162731215,34,"사회평론 과학교육연구소 (지은이), 조현상, 뭉선생, 윤효식 (그림), 맹승호 (감수), 이우일 (캐릭터)",사회평론,,,Korea
5322,킹 세종 더 그레이트,9791197163302,35,조 메노스키 (지은이),핏북,,,Korea
5323,다 내 거야!,9788961770958,3,제라 힉스 지음 ;서남희 옮김,다림,남성,영유아(0~5),Fiction
5324,탄 빵,9788956186870,3,지은이: 이나래,킨더랜드,남성,영유아(0~5),Fiction
5325,아빠 운전하기 면허증,9788955882810,3,글: 핼리 듀랜드 ;옮김: 민지현,그린북,남성,영유아(0~5),Literary Collections
5326,눈 다래끼 팔아요,9788955859430,3,"이춘희 (글), 신민재 (그림), 임재해 (감수)",사파리,남성,영유아(0~5),Korea
5327,그럼에도 불구하고 - 공지영의 섬진 산책,9791191119305,15,공지영 (지은이),위즈덤하우스,여성,30대,Travel
5328,줄다리기,9788964961605,4,존 버닝햄 글·그림 ;이상희 옮김,토토북,남성,유아(6~7),Games
5329,내 이 봐 봐,9788970945682,3,글·그린이: 야규 겐이치로 ;옮긴이: 박숙경,한림출판사,여성,영유아(0~5),Fiction
5330,조금만,9788970945859,3,타키무라 유우코 글 ;허앵두 옮김,한림출판사,여성,영유아(0~5),Fiction
5331,털,9788970946122,3,야규 겐이치로 글·그림 ;박숙경 옮김,한림출판사,여성,영유아(0~5),Literary Criticism
5332,씩씩한 마들린느,9788972590682,3,루드비히 배멀먼즈 글.그림;이선아 옮김,시공사,여성,영유아(0~5),"Children's stories, American"
5333,스타트업 멘토링 :십 년 차 젊은 사장의 생생한 실전 노하우 100,9788927417767,2,케빈 존슨 지음 ;안세민 옮김,예문사,남성,20대,Business & Economics
5334,인소의 법칙,9788926706732,2,유한려 지음 ;솔 그림,디앤씨미디어,남성,20대,Fiction
5335,TCM Science Readers 2-1: The Human Body: Heart (Book + CD),9788925653310,2,Teacher Created Materials (지은이),Teacher Created Materials,남성,20대,Self-Help
5336,좀 이상하지만 재미있는 녀석들 :인공지능에 대한 아주 쉽고 친절한 안내서,9788925569024,2,저넬 셰인 지음 ;이지연 옮김,RHK(알에이치코리아),남성,20대,Science
5337,말의 원칙 :인간 역사를 관통하는 단 하나의 무기,9788925568942,2,카민 갤로 지음 ;김태훈 옮김,RHK(알에이치코리아),남성,20대,Business & Economics
5338,우리 이만 헤어져요 :이혼 변호사 최변 일기,9788925567273,2,최유나 지음 ;김현원 그림,RHK(알에이치코리아),남성,20대,Literary Collections
5339,"지금, 만나러 갑니다",9788925563428,2,이치카와 다쿠지 지음 ;양윤옥 옮김,RHK(알에이치코리아),남성,20대,Literary Collections
5340,도티&잠뜰 인공지능 :A.I. 를 이겨라!,9791133442034,12,글: 유대영 ;그림: 최우빈,대원씨아이,남성,초등(8~13),"Comic books, strips, etc"
5341,6번길을 지켜라 뚝딱,9791155250150,12,김중미 씀 ;유동훈 찍음,낮은산,남성,초등(8~13),Education
5342,기울어,9788970949697,4,이탁근 (지은이),한림출판사,여성,유아(6~7),Fiction
5343,장화신은 고양이,9788972591870,4,샤를 페로 글;홍연미 옮김,시공사,여성,유아(6~7),Education
5344,다리가 쭉쭉,9788994449654,4,후카미 하루오 지음 ;고향옥 옮김,담푸스,여성,유아(6~7),Fiction
5345,죽음의 먼지가 내려와요,9788983947833,4,김수희 글 ;이경국 그림,미래M&B,여성,유아(6~7),Education
5346,"내가 들어보지 못해서, 아이에게 해주지 못한 말들 - 5,000가정을 변화시킨 정신과 의사의 따뜻한 대화 습관 28",9791165212650,36,"다나카 시게키 (지은이), 장민주 (옮긴이)",길벗,,,Family & Relationships
5347,내가 살고 싶은 집,9791165880170,36,코알라 다방 (지은이),북극곰,,,Architecture
5348,아홉 살 성교육 사전 여자아이 몸,9791130629780,36,손경이,다산북스,,,Business & Economics
5349,4차 산업 미국 주식에 투자하라 - 해외 주식투자로 부를 축적하는 가장 확실한 방법,9791160075199,37,조용준 (지은이),한즈미디어(한스미디어),,,Business & Economics
5350,책임감이 자라는 강아지 탐구 생활,9788950988579,38,"헬로그(이황희) (지은이), 홍용기 (감수)",아울북,,,Juvenile Fiction
5351,내 이름을 불렀어,9788962681840,38,"이금이 (지은이), 최명숙 (그림)",해와나무,,,Literary Collections
5352,신비하고 아름다운 우주 - 처음 떠나는 우주 여행,9791159950285,38,캐서린 바|스티브 윌리엄스,노란돼지,,,Science
5353,오리진 - 지구는 어떻게 우리를 만들었는가,9788965964001,24,"루이스 다트넬 (지은이), 이충호 (옮긴이)",흐름출판,,20대,Psychology
5354,미국 영어 회화 문법 =Grammar context,9788960497498,24,김아영 지음,사람in,,20대,Foreign Language Study
5355,미용실에 간 사자,9788967491833,3,글·그림: 브리타 테큰트럽 ;옮김: 이선오,키즈엠,여성,영유아(0~5),Board books
5356,크릭터,9788972592716,3,토미 웅게러 그림·글 ;장미란 옮김,시공사,여성,영유아(0~5),Pets
5357,친구 만나러 가요,9788966928644,3,글: 앨지 홀 ;옮김: 우순교,아람,여성,영유아(0~5),Children's stories
5358,엄마의 의자,9788972595137,3,베라 윌리엄스 그림.글;최순희 옮김,시공사,여성,영유아(0~5),Chairs
5359,풀싸움,9788964804872,4,이춘희 글 ;김호민 그림,이퍼블릭,남성,영유아(0~5),"Picture books, Korean"
5360,총의 울음 - 하,9788962926804,3,손상익 (지은이),박이정,남성,60대 이상,Fiction
5361,우리들의 특별한 버스,9788952765291,3,밥 그레이엄 그림·글 ;엄혜숙 옮김,시공사,남성,영유아(0~5),Buses
5362,첫사랑,9788937460807,3,투르게네프 지음;이항재 옮김,민음사,남성,60대 이상,Fiction
5363,인생의 베일,9788937461378,3,서머싯 몸 [지음];황소연 옮김,민음사,남성,60대 이상,Fiction
5364,길 위에서,9788937462276,3,지은이: 잭 케루악 ;옮긴이: 이만식,민음사,남성,60대 이상,Literary Collections
5365,낮의 집 밤의 집,9788937479908,3,"올가 토카르추크 (지은이), 이옥진 (옮긴이)",민음사,남성,60대 이상,Literary Collections
5366,유타의 새 자전거,9788966350056,3,후쿠다 이와오 글·그림 ;김숙 옮김,북뱅크,여성,영유아(0~5),Family & Relationships
5367,(Disney Princess) 라푼젤,9788966597130,3,블루앤트리,,여성,영유아(0~5),Juvenile Fiction
5368,8주에 완성하는 홈 요가 =Home yoga,9788934981602,2,지은이: 이유주,김영사,여성,60대 이상,Health & Fitness
5369,가짜 일기 전쟁,9788934974307,2,"전은지 (지은이), 심윤정 (그림)",주니어김영사,여성,60대 이상,Teachers
5370,새들은 왜 깃털이 있을까? :깃털의 쓰임새 16가지,9788974783860,4,멜리사 스튜어트 글 ;이우신 옮김,다섯수레,여성,유아(6~7),"Medicine, Korean"
5371,밤똥 참기,9788964804896,4,이춘희 글 ;심은숙 그림,이퍼블릭,여성,유아(6~7),Korea
5372,폭풍우 치는 밤에,9788937814754,4,키무라 유이치 글;김정화 옮김,대한교과서,여성,유아(6~7),Goats
5373,살랑살랑 고개의 약속,9788937814778,4,키무라 유이치 글;김정화 옮김,대한교과서,여성,유아(6~7),Friendship
5374,"안녕, 가부",9788937814808,4,키무라 유이치 글;김정화 옮김,대한교과서,여성,유아(6~7),Goats
5375,태국에서 보물찾기,9788937842023,4,글: 곰돌이 co. ;그림: 강경효,대한교과서,여성,유아(6~7),Adventure stories
5376,"달님, 거기 있나요?",9788962478372,4,"오치 노리코 (지은이), 메구 호소키 (그림), 유문조 (옮긴이)",스콜라(위즈덤하우스),여성,유아(6~7),Fiction
5377,길 위의 수호천사,9788959776627,4,고정욱 글 ;김중석 그림,좋은책신사고 좋은책어린이,여성,유아(6~7),Fiction
5378,(The) mystery of the stolen diamonds,9788959055876,4,David A. Adler ;illustrated by Susanna Natti,에듀카코리아,여성,유아(6~7),Juvenile Fiction
5379,심부름은 정말 싫어,9788958285281,4,강정연 동화 ;국지승 그림,사계절출판사,여성,유아(6~7),Fiction
5380,설빔:남자아이 멋진 옷,9788958281993,4,배현주 글·그림,사계절출판사,여성,유아(6~7),Children's clothing
5381,오늘부터 국수 금지,9788955883619,4,"제이콥 크레이머 (지은이), K-파이 스틸 (그림), 윤영 (옮긴이)",그린북,여성,유아(6~7),Fiction
5382,전학 가는 날,9788955824858,4,"김선정 (지은이), 조원희 (그림)",길벗어린이,여성,유아(6~7),Fiction
5383,도토리 삼 형제의 안녕하세요,9788955821871,4,이현주 글·그림,길벗어린이,여성,유아(6~7),Board books
5384,밥 안 먹는 색시,9788955821925,4,김효숙 글 ;권사우 그림,길벗어린이,여성,유아(6~7),Avarice
5385,미안하다고 안 할래!,9788955475920,4,사만사 버거,크레용하우스,여성,유아(6~7),Apologizing
5386,(Disney princess) What is a princess?,9788953934795,4,by Jennifer Liberts Weinberg ;illustrated by Atelier Philippe Harchy,Moonjinmedia,여성,유아(6~7),Juvenile Fiction
5387,"나, 비뚤어질 거야!",9788953589353,4,글: 허은실 ;그림: 조원희,한솔교육,여성,유아(6~7),Fiction
5388,그림으로 보는 그리스 로마 신화 4 : 영웅들의 모험,9788953331242,4,"스카이엠 (지은이), 오승원 (그림)",계림북스,여성,유아(6~7),Education
5389,이사벨의 방,9788952769480,4,데이비드 스몰 그림 ;서남희 옮김,시공사,여성,유아(6~7),Fiction
5390,"내 방아, 안녕! :이사 가는 날",9788952752710,4,마리알린 바뱅 그림 ;이주희 옮김,시공사,여성,유아(6~7),"Moving, Household"
5391,엠마가 회사에 갔어요,9788949161464,4,수지 모건스턴 글 ;이세진 옮김,비룡소,여성,유아(6~7),Fiction
5392,내가 도와줄게:다른 사람을 존중하고 배려하는 법,9788949130958,4,테드 오닐;노은정 옮김,비룡소,여성,유아(6~7),Respect
5393,이웃집 공룡 볼리바르,9788962471625,5,"숀 루빈 (지은이), 황세림 (옮긴이)",스콜라(위즈덤하우스),여성,유아(6~7),Juvenile Fiction
5394,질문하는 우산,9788962472158,5,"알렉스 쿠소 (지은이), 에바 오프레도 (그림), 김세영 (옮긴이)",위즈덤하우스,여성,유아(6~7),Self-Help
5395,트롤,9788965676874,5,예림아이 편집부 (지은이),예림아이,여성,유아(6~7),Fiction
5396,요괴 표지판,9788966350988,5,"쓰치야 후지오 (지은이), 김숙 (옮긴이)",북뱅크,여성,유아(6~7),Fiction
5397,책의 아이,9788949113647,4,올리버 제퍼스|샘 윈스턴,비룡소,여성,유아(6~7),Fiction
5398,(대포알)심프,9788949110677,4,존 버닝햄 글·그림;이상희 옮김,비룡소,여성,유아(6~7),Family & Relationships
5399,제랄다와 거인,9788949110240,4,토미 웅거러 글.그림;김경연 옮김,비룡소,여성,유아(6~7),Fairy tales
5400,백설 공주,9788940900918,4,디즈니 원작,프뢰벨미디어,여성,유아(6~7),Education
5401,해피 디즈니 크리스마스 - 한 권으로 보는 특별한 크리스마스 이야기 12편,9788937821431,6,아이세움 편집부 (엮은이),아이세움,여성,유아(6~7),Literary Collections
5402,물웅덩이로 참방!,9788936446963,4,염혜원,창비,여성,유아(6~7),Fiction
5403,똘배가 보고 온 달나라,9788936446833,4,"권정생 (지은이), 김용철 (그림)",창비,여성,유아(6~7),"Children's stories, Korean"
5404,어느 날 공주가 되어버렸다 :플루토스 장편소설,9791129307118,5,지은이: 플루토스,케이더블유북스,여성,청소년(14~19),Fiction
5405,어쩌다 이런 가족 :전아리 장편소설,9791130609058,5,지은이: 전아리,다산북스,여성,청소년(14~19),Korean fiction
5406,나쁜 뉴스의 나라 :우리는 왜 뉴스를 믿지 못하게 되었나,9791157841264,5,조윤호 지음,한빛비즈,여성,청소년(14~19),Journalism
5407,How to Twist a Dragon's Tale (Paperback),9780316085311,5,크레시다 코웰 (지은이),Little Brown & Co,여성,청소년(14~19),Children's stories
5408,"수학 소년, 보물을 찾아라!",9788934967927,2,김용세 글 ;김상인 그림,김영사,여성,60대 이상,Book industries and trade
5409,8시에 만나!,9788932372655,2,울리히 흄 글 ;유혜자 옮김,현암사,여성,60대 이상,Animals
5410,셈을 할 줄 아는 까막눈이 여자 :요나스 요나손 장편소설,9788932916637,2,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,여성,60대 이상,Fiction
5411,브라운 신부의 순진 :길버트 키스 체스터턴 단편집,9788932912455,2,지은이: 길버트 키스 체스터턴 ;옮긴이: 이상원,열린책들,여성,60대 이상,Fiction
5412,인간과 사물의 기원,9788932906720,2,"지은이: 장 그노스,김진송",열린책들,여성,60대 이상,Human beings
5413,장미의 이름 :움베르토 에코 장편소설,9788932909981,2,지은이: 움베르토 에코 ;옮긴이: 이윤기,열린책들,여성,60대 이상,Historical fiction
5414,강으로 :버지니아 울프와 함께한 가장 지적인 여행,9788932319261,2,지은이: 올리비아 랭 ;옮긴이: 정미나,현암사,여성,60대 이상,Psychology
5415,성공적인 노년을 위하여 :노인정신과 의사가 들려주는 품위 있는 노년 만들기,9788965070030,3,박종한 저,점자,남성,60대 이상,Aging
5416,(The) catcher in the Rye,9780316769488,3,J.D. Salinger,Little Brown & Company,여성,50대,"Caulfield, Holden (Fictitious character)"
5417,Mr. Putter & Tabby Feed the Fish (Paperback) - Mr. Putter & Tabby,9780152163662,3,"신시아 라일런트 (지은이), 아서 하워드 (옮긴이)",Harcourt,여성,50대,Juvenile Fiction
5418,베일리 어게인,8809495332212,3,"라스 할스트룀 (감독), 조시 개드, 데니스 퀘이드, K.J. 아파 (출연)",알스컴퍼니,여성,50대,Education
5419,라라랜드,8809505721470,3,"라이언 고슬링, 엠마 스톤 (출연), 데미안 차젤레 (감독)",에프엔씨애드컬쳐,여성,50대,Fiction
5420,존재만으로 빛나는 - 너에게 눈부신 빛이 나기 시작했다 우리 처음 만난 그날처럼,9791196464141,4,태희 (지은이),피어오름,여성,50대,Literary Collections
5421,상처 주지 않는 대화 :갈등을 해결하고 관계를 회복하는 비폭력대화의 기술,9791196090425,4,"마셜 B. 로젠버그,강영옥 옮김",쎄듀,여성,50대,Education
5422,법정 스님이 두고 간 이야기 :30여 년간 법정 스님 곁에서 보고 배운 것들,9791195322190,4,고현 글·그림,수오서재,여성,50대,Buddhism
5423,그림자 소녀 :미셸 뷔시 장편소설,9791195008339,4,지은이: 미셸 뷔시 ;옮긴이: 임명주,달콤한책,여성,50대,Literary Collections
5424,"산다는게, 지긋지긋할 때가 있다 :최인호 여행산문",9791188434275,4,지은이: 최인호,마인드큐브,여성,50대,Rain and rainfall
5425,에바의 소잉 하우스 :보면서 따라 하는 옷 만들기,9791188033041,4,허정아 지음,Book#107(북샾일공칠),여성,50대,"Cooking, Korean"
5426,(헬로해피의) 처음 프랑스 자수 :기초부터 중급 스티치까지 다양하게 활용한 사계절 자수 소품,9791188007103,4,김민아 지음,한빛라이프,여성,50대,Family & Relationships
5427,하루 한 끼 채식 :풍성한 제철 재료로 건강하고 맛있게 먹는 76가지 채소 습관,9791186925805,4,김유경 지음,책밥,여성,50대,Cooking
5428,1일 1그림 :봄 여름 가을 겨울 그리고 수채화,9791186925072,4,김이랑 지음,책밥,여성,50대,Book industries and trade
5429,내 치즈는 어디에서 왔을까? :아직도 망설이는 당신에게 스펜서 존슨이 보내는 마지막 조언,9791186560860,4,스펜서 존슨 지음 ;공경희 옮김,인플루엔셜,여성,50대,Self-Help
5430,부동산 절세 모르면 부동산 투자 절대로 하지 마라 :모르면 낭패 보는 부동산 세금! 투자보다 중요한 절세 전략을 미리 준비하자!,9791170430667,4,김윤석 지음,원앤원북스,여성,50대,Business & Economics
5431,신기한 스쿨버스 키즈,9788949152431,3,조애너 콜 글,비룡소,남성,영유아(0~5),Bats
5432,신기한 스쿨버스 :키즈,9788949154312,3,조애너 콜 글 ;이현주 옮김,비룡소,남성,영유아(0~5),Bats
5433,뭐 이런 손님이 다 있어!,9788949161044,3,마티아스 조트케 글·그림 ;이현정 옮김,비룡소,남성,영유아(0~5),Fiction
5434,(부릉부릉 씨의) 자동차 백과,9788952217868,5,마우리 쿠나스 글·그림 ;살미넨 따루 옮김,살림출판사,남성,영유아(0~5),Korea (South)
5435,알록달록 오케스트라,9788949119052,3,안나 체르빈스카 리델 글 ;이지원 옮김,비룡소,남성,영유아(0~5),Family & Relationships
5436,달빛 왕자와 가디언즈의 탄생,9788949112398,3,윌리엄 조이스 글·그림 ;노은정 옮김,비룡소,남성,영유아(0~5),Good and evil
5437,쥐돌이와 팬케이크,9788949111407,3,나카에 요시오 글;고향옥 옮김,비룡소,남성,영유아(0~5),Mice
5438,내 멋대로 공주,9788949111391,3,배빗 콜 글·그림;노은정 옮김,비룡소,남성,영유아(0~5),Princesses
5439,안나의 빨간 외투,9788949110745,3,해리엣 지퍼트 글;엄혜숙 옮김,비룡소,남성,영유아(0~5),American fiction
5440,슈렉!,9788949110660,3,윌리엄 스타이그 글·그림;조은수 옮김,비룡소,남성,영유아(0~5),Fiction
5441,(꽃을 좋아하는 소)페르디난드,9788949110462,3,먼로 리프 글;정상숙 옮김,비룡소,남성,영유아(0~5),Bulls
5442,한 번 더 쪽쪽,9788949101866,3,정성훈 (지은이),비룡소,남성,영유아(0~5),Fiction
5443,네 등에 집 지어도 되니?,9788949101699,3,장선환 글·그림,비룡소,남성,영유아(0~5),Family & Relationships
5444,우리를 행복하게 하는 것들 :장석주 에세이,9788932474045,2,지은이: 장석주,을유문화사,여성,60대 이상,Literary Collections
5445,제자도 :변함없는 핵심자질 8가지,9788932811529,2,지은이: 존 스토트 ;옮긴이: 김명희,한국기독학생회 출판부,여성,60대 이상,Christian life
5446,너의 거기는 작고 나의 여기는 커서 우리들은 헤어지는 중입니다 :김민정 시집,9788932035963,2,지은이: 김민정,문학과지성사,여성,60대 이상,Fiction
5447,바느질하는 여자 :김숨 장편소설,9788932028057,2,지은이: 김숨,문학과지성사,여성,60대 이상,Fiction
5448,그대의 차가운 손:한강 장편소설,9788932013046,2,한강 지음,문학과지성사,여성,60대 이상,Korean fiction
5449,Why? people 손정의 =Soft bank /Son Jeong Ui,9788930232227,2,글쓴이: 그림나무 ;그린이: 박경진,예림당,여성,60대 이상,Charms
5450,"뫼르소, 살인 사건 :카뮈의 《이방인》, 살아남은 자의 이야기",9788931010299,2,카멜 다우드 지음 ;조현실 옮김,문예출판사,여성,60대 이상,Literary Collections
