,title,isbn13,loan_cnt,author,publisher,sex,age,genre
0,쿠키 :한 입의 우정 수업,9791185564012,9,에이미 크루즈 로젠탈 글 ;최현경 옮김,책읽는곰,,,Baking
1,사랑한다고 상처를 허락하지 말 것,9791165340957,9,김달 지음,비에이블,,,Literary Collections
2,용선생의 시끌벅적 과학교실 16 : 기체 - 갓 구운 빵이 냄새도 좋은 까닭은?,9791162731222,9,"김영은 (지은이), 김인하, 김지희, 전성연 (그림), 노석구 (감수), 이우일 (캐릭터), 사회평론 과학교육연구소 (구성)",사회평론,,,Korea
3,"나는 무조건 합격하는 공부만 한다 :26살, 9개월 만에 사법시험을 패스한 이윤규 변호사의 패턴 공부법",9791162541210,9,이윤규 지음,비즈니스북스,,,Self-Help
4,돈의 감각 =절호의 투자 타이밍을 귀신같이 눈치채는 비결 /The sense of money,9791162540985,9,이명로 지음,비즈니스북스,,,Business & Economics
5,두더지의 소원,9791160940046,9,김상근 (지은이),사계절,,,Korean language materials
6,철학으로 휴식하라 :회복과 치유를 위한 33일간의 철학 세러피,9791160946550,9,안광복 지음,사계절,,,Psychology
7,"어딘가 상상도 못 할 곳에, 수많은 순록 떼가 :켄 리우 소설",9791158887162,9,지은이: 켄 리우 ;옮긴이: 장성주,황금가지,,,Fiction
8,부자 아빠 가난한 아빠 :20주년 특별 기념판,9791158883591,9,지은이: 로버트 기요사키 ;옮긴이: 안진환,민음인,,,Business & Economics
9,먹어도 먹어도 줄지 않는 죽,9791158361402,9,최숙희 (지은이),책읽는곰,,,Sharing
10,쓰레기통 요정,9791158361518,9,안녕달 (지은이),책읽는곰,,,Bears
11,왜냐면…,9791158360382,9,안녕달 (지은이),책읽는곰,,,Fiction
12,65층 나무 집,9788952782380,15,앤디 그리피스,시공주니어,,,Children's stories
13,나쁜 엄마,9788959774968,12,윤수천 글 ;이경하 그림,좋은책 좋은책어린이,,,Fiction
14,(만화로 보는)그리스 로마 신화,9788957363133,12,토머스 불핀치 지음;서영 그림,가나출판사,,,"Mythology, Classical"
15,아빠는 회사에서 내 생각 해?,9788955823240,12,김영진 글·그림,길벗어린이,,,Fiction
16,"걷는 사람, 하정우",9788954653817,12,글·사진: 하정우,문학동네,,,Literary Collections
17,(사시사철) 우리 놀이 우리 문화,9788953535671,12,닥종이 인형: 백희나;그림: 최지경,한솔교육,,,Korea
18,스무고개 탐정,9788949195810,12,허교범 글 ;고상미 그림,비룡소,,,Detective and mystery stories
19,그리스 로마 신화 18 : 아르고호 원정대의 용감한 모험,9788950971533,12,"박시연 (지은이), 최우빈 (그림), 김헌 (감수)",아울북,,,Juvenile Fiction
20,건방이의 건방진 수련기,9788949195797,12,천효정 글 ;강경수 그림,비룡소,,,Juvenile Fiction
21,이만큼 가까이 :정세랑 장편소설,9788936434106,12,지은이: 정세랑,창비,,,Literary Collections
22,푸른 사자 와니니 :이현 장편동화,9788936442804,12,지은이: 이현 ;그린이: 오윤화,창비,,,Education
23,페스트,9788937462672,12,지은이: 알베르 카뮈 ;옮긴이: 김화영,민음사,,,Fiction
24,내일은 실험왕 :본격 대결 과학실험 만화,9788937839696,12,"글: 곰돌이 co. ,그림: 홍종현",미래엔,,,Environment
25,내 동생 싸게 팔아요,9788937841668,12,글: 임정자;그림: 김영수,대한교과서,,,Brothers and sisters
26,자연사 박물관에서 살아남기 2,9788937883262,12,글: 곰돌이 co. ;그림: 한현동,미래엔,,,Graphic novels
27,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,9788926393604,12,글: 송도수 ;서정 엔터테인먼트,서울문화사,,,Comics & Graphic Novels
28,쿠르릉 쾅쾅! 무슨 일일까?,9788927189909,12,고선아 글,그레이트Books,,,Literary Collections
29,실패 도감 - 실패의 모든 것,9788901241760,12,"이로하 편집부 (지은이), Mugny (그림), 강방화 (옮긴이)",웅진주니어,,,Fiction
30,나는 말하듯이 쓴다 :강원국의 말 잘하고 글 잘 쓰는 법,9791190786867,13,강원국 지음,위즈덤하우스,,,Literary Collections
31,아이와 나는 한 팀이었다 :성적의 가속도를 올리는 엄마 아이 팀워크,9791190786812,13,최성현 지음,위즈덤하우스,,,Family & Relationships
32,공부란 무엇인가,9791190030632,13,김영민 (지은이),어크로스,,,Conduct of life
33,미움,9791189499112,13,조원희 (지은이),만만한책방,,,Fiction
34,문어 목욕탕,9791188867127,13,최민지,노란상상,,,Korean language materials
35,미움받을 용기 :사랑과 진정한 자립에 대한 아들러의 가르침,9791186560129,13,"기시미 이치로,전경아 옮김",인플루엔셜,,,Social Science
36,"자존감 수업 :하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련",9791186757093,13,윤홍균 지음,심플라이프,,,Self-Help
37,윔피 키드,9788965590682,13,"글, 그림: 제프 키니 ;양진성",푸른날개,,,Diaries
38,소년이 온다 :한강 장편소설,9788936434120,13,지은이: 한강,창비,,,Literary Collections
39,인체에서 살아남기,9788937847974,13,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,,,Human anatomy
40,분홍 토끼의 추석,9788949102009,13,김미혜 글 ;박재철 그림,비룡소,,,Festivals
41,마녀 위니,9788949110233,13,밸러리 토머스 글;김중철 옮김,비룡소,,,Cats
42,(아프리카에 간)드소토 선생님,9788949111452,13,윌리엄 스타이그 글·그림;조세현 옮김,비룡소,,,Africa
43,빨강 연필 :신수현 장편동화,9788949121338,13,글쓴이: 신수현 ;그린이: 김성희,비룡소,,,"Children's stories, Korean"
44,마녀 위니와 마법의 다이어트,9788949161631,13,로라 오웬 글 ;노은정 옮김,비룡소,,,"Children's stories, French"
45,마법천자문 2 - 솟아라! 뿔 각角,9788950936013,13,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
46,마법천자문 5 - 열려라! 열 개開,9788950936044,13,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
47,꿈에서 맛본 똥파리,9791185564128,13,지은이: 백희나,책읽는곰,,,Family & Relationships
48,곰이 강을 따라갔을 때 - 2020 칼데콧 아너상 수상작,9791170440239,13,"리처드 T. 모리스 (지은이), 르웬 팜 (그림), 이상희 (옮긴이)",소원나무,,,Grandmothers
49,이상한 과자 가게 전천당 8,9791164062287,13,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",길벗스쿨,,,Juvenile Fiction
50,1일 1정리 :1/1,9791159000508,13,심지은 지음,For Book,,,Fiction
51,Who? 김연아,9791156396765,13,"오영석 (지은이), 라임스튜디오 (그림), 김민선, 이랑 (감수)",다산어린이,,,Education
52,Who? Special 강수진,9791156393979,13,"구선화 (지은이), 서영희 (그림), 안광필 (감수)",다산어린이,,,Education
53,이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이,9791130604626,13,박성혁 지음,다산북스,,,Education
54,샌프란시스코 이방인 - 나로 돌아오는 시간들,9788994893372,13,서동주 (지은이),실크로드,,,Literary Collections
55,분신,9788990982834,13,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,,,Fiction
56,오후의 이자벨,9788984374096,13,"더글라스 케네디 (지은이), 조동섭 (옮긴이)",밝은세상,,,Literary Collections
57,작가들의 비밀스러운 삶 :기욤 뮈소 장편소설,9788984373853,13,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,,,Literary Collections
58,라플라스의 마녀 :히가시노 게이고 장편소설,9788972757573,13,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,,,Literary Collections
59,코스모스 :특별판,9788983711892,13,칼 세이건 지음 ;홍승수 옮김,사이언스북스,,,Science
60,내 안에 공룡이 있어요!,9788972215950,13,"다비드 칼리 (지은이), 세바스티앙 무랭 (그림), 박정연 (옮긴이)",진선아이,,,Anger
61,매우 예민한 사람들을 위한 책 - 뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기,9788967358020,13,전홍진 (지은이),글항아리,,,Literary Collections
62,엄마의 걱정 공장,9788966071821,13,"이지훈 (지은이), 김고은 (그림)",거북이북스,,,Juvenile Fiction
63,천년의 질문 :조정래 장편소설,9788965746829,13,저자: 조정래,해냄,,,Fiction
64,우리는 언제나 다시 만나 (봄.입학 스페셜 에디션),9788962478518,13,윤여림,스콜라,,,Juvenile Nonfiction
65,오줌이 찔끔,9788962479973,13,글·그림: 요시타케 신스케 ;옮김: 유문조,위즈덤하우스 미디어그룹,,,Fiction
66,뭐든 될 수 있어,9788962478235,13,"요시타케 신스케 (지은이), 유문조 (옮긴이)",스콜라(위즈덤하우스),,,Charades
67,노화의 종말 - 하버드 의대 수명 혁명 프로젝트,9788960518025,13,"데이비드 A. 싱클레어, 매슈 D. 러플랜트 (지은이), 이한음 (옮긴이)",부키,,,Science
68,일곱 해의 마지막 :김연수 장편소설,9788954672771,13,지은이: 김연수,문학동네,,,Literary Collections
69,엄마는 회사에서 내 생각 해?,9788955823066,13,김영진 글·그림,길벗어린이,,,Fiction
70,마법천자문 7 - 쏘아라! 쏠 사射,9788950936068,13,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
71,이사도라 문,9788950977931,13,해리엇 먼캐스터 지음 ;심연희 옮김,북이십일,,,Juvenile Fiction
72,"2020 부의 지각변동 :미래가 보내온 7개의 시그널! 무너질 것인가, 기회를 만들 것인가",9788950981983,13,박종훈 지음,21세기북스,,,Business & Economics
73,그림으로 보는 한국사 :교과서 속 역사 이야기,9788953315433,13,,계림북스,,,Education
74,구름빵 잘하는 건 다 달라,9788953588264,13,"글·그림: GIMC,김향수",한솔교육,,,Bread
75,쇼코의 미소 :최은영 소설,9788954641630,13,지은이: 최은영,문학동네,,,Literary Collections
76,Why? 왕비이야기,9788930232517,13,글: 이근 ;그림: 극동만화연구소,예림당,,,Fiction
77,위저드 베이커리 =구병모 장편소설 /Wizard bakery,9788936433697,13,지은이: 구병모,창비,,,Bakeries
78,걱정 세탁소 - 걱정을 세탁해 드립니다!,9788928318049,13,"홍민정 (지은이), 김도아 (그림)",좋은책어린이,,,Korean American business enterprises
79,밤은 이야기하기 좋은 시간이니까요 :이도우 산문집,9791190630955,14,지은이: 이도우,위즈덤하우스 미디어그룹,,,Literary Collections
80,그 집 아들 독서법 :사교육 중심지 대치동에서 '독서'로 살아남은 브릭 독서의 비밀,9791196848101,14,이지연 지음,블루무스,,,Education
81,스토너 :존 윌리엄스 장편소설,9788925554990,13,지은이: 존 윌리엄스 ;옮긴이: 김승욱,RHK(알에이치코리아),,,Literary Collections
82,(지랄발랄 하은맘의) 십팔년 책육아,9788925567921,13,김선미 지음,RHK(알에이치코리아),,,Family & Relationships
83,전설의 딱지,9788928318001,13,"이혜령 (지은이), 김재희 (그림)",좋은책어린이,,,Fiction
84,남자애들은 왜?,9788928307685,13,원유순 글 ;안경희 그림,좋은책신사고 좋은책어린이,,,Fiction
85,여자애들은 왜?,9788928307692,13,원유순 글 ;강윤정 그림,좋은책신사고 좋은책어린이,,,Fiction
86,쿠키런 개그 과학 상식 =깔깔깔 배꼽 잡는 개그 과학 상식 25 /CookieRun,9788926397428,13,글: 조주희 ;그림: 이태영,서울문화사,,,Food
87,퀴즈! 과학상식 : 가상 현실.증강 현실,9791170184218,20,"도기성 (지은이), 민준홍 (감수)",글송이,,,Science
88,기억 :베르나르 베르베르 장편소설,9788932920344,19,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,,,Fiction
89,그것만 있을 리가 없잖아,9788934995357,19,"요시타케 신스케 (지은이), 고향옥 (옮긴이)",주니어김영사,,,Fiction
90,고양이 해결사 깜냥 1 - 아파트의 평화를 지켜라!,9788936447694,19,"홍민정 (지은이), 김재희 (그림)",창비,,,Education
91,52층 나무 집,9788952781819,19,앤디 그리피스 글 ;신수진 옮김,시공사,,,Child detectives
92,지하 100층짜리 집,9788989863915,19,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,,,Tall buildings
93,완전학습 바이블 - 배운 것을 100% 이해하는 후천적 공부머리의 비밀,9791130631134,19,임작가 (지은이),다산에듀,,,Family & Relationships
94,슈퍼 토끼,9791158361839,19,유설화 (지은이),책읽는곰,,,Animals
95,퀴즈! 과학상식 : 황당 추리 수학,9791170181514,19,"도기성 (지은이), 김은영 (감수)",글송이,,,Science
96,1cm 다이빙,9791190299060,19,"지은이: 장태수,조문정",Fika(피카),,,Fiction
97,"50부터는 인생관을 바꿔야 산다 :이제 자존심, 꿈, 사람은 버리고 오직 나를 위해서만!",9791190356039,19,사이토 다카시 지음 ;황혜숙 옮김,센시오,,,Business & Economics
98,(나를 숨 쉬게 하는) 보통의 언어들,9791190786355,19,김이나 지음,위즈덤하우스,,,Literary Collections
99,내일의 부 =세상에서 가장 빨리 99.9% 부자 되는 법! /Rich of tomorrow,9791187993681,14,김장섭 지음,트러스트북스,,,Business & Economics
100,기록의 쓸모 :마케터의 영감노트,9791187289852,14,이승희 지음,북스톤,,,Business & Economics
101,꽁꽁꽁 피자,9791158361907,14,윤정주 (지은이),책읽는곰,,,Pizza
102,책 좀 빌려줄래? - 멈출 수 없는 책 읽기의 즐거움,9791155812846,14,"그랜트 스나이더 (지은이), 홍한결 (옮긴이)",윌북,,,Books and reading
103,발레 하는 할아버지,9788998433147,14,신원미 글 ;박연경 그림,머스트비,,,Korean literature
104,고민 식당,9788970941981,14,이주희 (지은이),한림출판사,,,Fiction
105,적당히 가까운 사이,9788968332647,14,글·그림: 댄싱스네일,백도씨,,,Literary Collections
106,직지 :김진명 장편소설,9788965708339,14,지은이: 김진명,쌤앤파커스,,,Literary Collections
107,욕 좀 하는 이유나,9788962472066,14,"류재향 (지은이), 이덕화 (그림)",위즈덤하우스,,,Juvenile Fiction
108,3초 다이빙,9788962479003,14,정진호,위즈덤하우스,,,Juvenile Nonfiction
109,집안 치우기,9788955821055,14,글: 고대영 ;그림: 김영진,길벗어린이,,,Picture books for children
110,귤의 맛,9788954671989,14,조남주 (지은이),문학동네,,,Education
111,내게 무해한 사람 :최은영 소설,9788954651820,14,지은이: 최은영,문학동네,,,Literary Collections
112,세계를 건너 너에게 갈게 - 제8회 문학동네청소년문학상 대상 수상작,9788954650212,14,이꽃님,문학동네,,,Education
113,화가 나!,9788950976798,14,"최형미 (지은이), 김혜연 (그림), 권윤정 (감수)",을파소,,,Juvenile Fiction
114,"무지개 물고기야, 엄마가 지켜 줄게",9788952764270,14,마르쿠스 피스터 그림·글 ;김영진 옮김,시공사,,,Family & Relationships
115,검피 아저씨의 코뿔소,9788952783370,14,"존 버닝햄 (지은이), 이상희 (옮긴이)",시공주니어,,,Animals
116,빨강머리 앤이 하는 말 :백영옥 에세이,9788950965693,14,지은이: 백영옥,arte(아르테),,,Literary Collections
117,마법천자문 8 - 타올라라! 불꽃 염炎,9788950936075,14,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
118,"마법천자문 10 - 강철의 주먹, 주먹 권拳",9788950936099,14,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
119,개구리와 두꺼비는 친구,9788949160016,14,아놀드 로벨 글.그림;엄혜숙 옮김,비룡소,,,Friendship
120,강남 사장님 - 2020년 제26회 황금도깨비상 수상작,9788949121925,14,이지음,비룡소,,,Bears
121,1일 1짠 돈 습관 :밥 먹듯 저축하는 '작은 부자'들의 재테크 생활,9788947544986,14,"다음짠돌이 카페 슈퍼짠 12인,완소남김머찐님 지음",한경BP,,,Business & Economics
122,아씨방 일곱 동무,9788949100203,14,이영경 글.그림,비룡소,,,"Children's stories, Korean"
123,까칠한 아이 - 제25회 눈높이아동문학상 장편 부문 대상 수상작,9788939571112,14,남찬숙,대교북스주니어,,,Juvenile Nonfiction
124,수영장 가는 날,9788936455286,14,염혜원 (지은이),창비,,,Fiction
125,선량한 차별주의자,9788936477196,14,김지혜 지음,창비,,,History
126,산 자들 :장강명 연작소설,9788937441912,14,지은이: 장강명,민음사,,,Literary Collections
127,왓칭 =신이 부리는 요술 /Watching,9788935703463,14,김상운 지음,정신세계사,,,Psychology
128,설민석의 조선왕조실록 :대한민국이 선택한 역사 이야기,9788933870693,14,지은이: 설민석,세계사,,,History
129,Why? 한국사 나라의 시작,9788930232302,14,이근,예림당,,,"Comic books, strips, etc"
130,Why? 전쟁,9788930232388,14,글: 이근 ;만화: 극동만화연구소,예림당,,,Fiction
131,돼지책,9788901033518,14,앤서니 브라운 글·그림;허은미 옮김,웅진닷컴,,,"Children's stories, Korean"
132,슈퍼 명탐정 로리,9788925566559,14,앤드류 클로버 글 ;노은정 옮김,알에이치코리아,,,Education
133,어른의 어휘력 - 말에 품격을 더하고 세상을 올바르게 이해하는 힘,9791190710053,15,유선경 (지은이),앤의서재,,,Interpersonal communication
134,지구에서 한아뿐 :정세랑 장편소설,9791188862290,15,지은이: 정세랑,난다,,,Literary Collections
135,아쿠아리움에서 살아남기 =Survival in aquarium,9791164133048,15,글: 곰돌이 co. ;그림: 한현동,미래엔,,,Graphic novels
136,고층 건물에서 살아남기 =Survival in skyscraper,9791164134854,15,글: 팝콘스토리 ;그림: 한현동,미래엔,,,Foreign Language Study
137,알레르기에서 살아남기 =Survival in allergy,9791164130313,15,글: 곰돌이 co. ;그림: 한현동,미래엔,,,Climatic changes
138,초등 하루 한 권 책밥 독서법 :매일 밥 먹듯 자연스럽게 우리 아이 독서습관 만드는 법,9791130630267,15,전안나 지음,다산북스,,,Family & Relationships
139,전염병,9791156398301,15,이토 미쓰루 그림 ;정인영 옮김,스튜디오다산,,,Fiction
140,루팡의 딸 =Daughter of Lupin,9788998274412,15,저자: 요코제키 다이 ;옮긴이: 최재호,Book Plaza(북플라자),,,Conflict of generations
141,눈먼 자들의 도시,9788973374939,15,주제 사라마구 지음;정영목 옮김,해냄출판사,,,Literary Collections
142,한 입만,9788970945750,15,경혜원 (지은이),한림출판사,,,Fiction
143,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",9788970127248,15,재레드 다이아몬드 지음;김진준 옮김,문학사상사,,,Civilization
144,무례한 사람에게 웃으며 대처하는 법 :인생 자체는 긍정적으로 개소리에는 단호하게,9788957369364,15,정문정 지음,가나문화콘텐츠,,,Literary Collections
145,7년의 밤 :정유정 장편소설,9788956604992,15,지은이: 정유정,은행나무,,,Fiction
146,메타인지 학습법 :생각하는 부모가 생각하는 아이를 만든다,9788950981891,15,리사 손 지음,북이십일,,,Education
147,마법천자문 11 - 참는 마음! 참을 인忍,9788950936105,15,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
148,미세먼지에서 살아남기 =Survival from fine dust,9788937899287,15,글: 달콤팩토리 ;그림: 한현동,미래엔,,,Comics & Graphic Novels
149,안녕,9788936455309,15,안녕달 (지은이),창비,,,Fiction
150,일의 기쁨과 슬픔 :장류진 소설집,9788936438036,15,지은이: 장류진,창비,,,Literary Collections
151,(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기,9788933870839,15,지은이: 설민석,세계사,,,History
152,죽은 자의 집 청소,9788934992493,18,김완 지음,김영사,,,Poetry
153,옥상에서 만나요 :정세랑 소설집,9788936437534,18,지은이: 정세랑,창비,,,Literary Collections
154,우주로 가는 계단 - 제23회 창비 좋은 어린이책 원고 공모 동화 부문 대상 수상작,9788936443030,18,"전수경 (지은이), 소윤경 (그림)",창비,,,Korean language materials
155,종이 봉지 공주,9788949110479,18,로버트 먼치,비룡소,,,Dragons
156,스무고개 탐정과 마술사,9788949195193,18,허교범 글 ;고상미 그림,비룡소,,,Detective and mystery stories
157,가재가 노래하는 곳 :델리아 오언스 장편소설,9788952240569,18,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,,,Literary Collections
158,엉터리 처방전,9788962472097,18,"정연철 (지은이), 김규택 (그림)",위즈덤하우스,,,Education
159,신발 신은 강아지 =A dog wearing shoes,9788962477290,18,글·그림: 고상미,위즈덤하우스,,,Juvenile Fiction
160,당신이 옳다 :정혜신의 적정심리학,9788965746669,18,지은이: 정혜신,해냄,,,Philosophy
161,마당을 나온 암탉,9788971968710,18,황선미 지음 ;김환영 그림,사계절출판사,,,Fiction
162,틀려도 괜찮아,9788990611260,18,마키타 신지 글;유문조 옮김,토토북,,,Fiction
163,가면산장 살인사건,9788990982575,18,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,,,Fiction
164,레벨업 카카오프렌즈 2 : 수수께끼,9791136204875,18,"전판교 (지은이), 최우빈 (그림)",대원키즈,,,Puzzles
165,Who? IU :K-pop,9791156398271,18,글: 유경원 ;그림: 신영미,다산어린이,,,Art
166,(선물주는산타의) 주식투자 시크릿 :8천만 원 종잣돈으로 124배의 수익을 올린 투자 고수가 되기까지,9791162541395,18,선물주는산타 지음,비즈니스북스,,,Business & Economics
167,초등 자존감 수업 :불안을 이기는 엄마가 아이의 자존감을 키운다,9791188674855,18,윤지영 지음,카시오페아,,,Communication in families
168,언컨택트 =더 많은 연결을 위한 새로운 시대 진화 코드 /Uncontact,9791197016806,18,김용섭 지음,퍼블리온,,,Business & Economics
169,푸름아빠 거울육아 :엄마의 감정을 거울처럼 비추는 아이,9788947545945,17,최희수 지음,한경BP,,,Family & Relationships
170,Why? 재활용 과학,9788930237956,15,"김정욱 (지은이), 송회석 (그림), 홍수열 (감수)",예림당,,,Fiction
171,쿠키런 불가사의 과학 상식 =세상에 이런 일이?! 불가사의 과학 상식 25 /CookieRun,9788926389164,15,글: 조주희 ;그림: 이태영,서울문화사,,,Children's stories
172,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설,9791190090018,16,지은이: 김초엽,허블,,,Fiction
173,설민석의 세계사 대모험 6 - 미국 편 : 인디펜던스 데이,9791196893170,16,"설민석, 잼 스토리 (지은이), 박성일 (그림)",단꿈아이,,,Juvenile Nonfiction
174,나의 월급 독립 프로젝트 :3년 만에 30억 벌고 퇴사한 슈퍼개미의 실전 주식투자 생중계,9788901230801,15,유목민 지음,웅진씽크빅,,,Business & Economics
175,오싹오싹 당근,9788925550633,15,애런 레이놀즈 글 ;홍연미 옮김,알에이치코리아,,,Carrots
176,마법의 방방,9791189280932,16,최민지 (지은이),미디어창비,,,Fiction
177,"진이, 지니 :정유정 장편소설",9791189982140,16,지은이: 정유정,은행나무,,,Fiction
178,이상하고 자유로운 할머니가 되고 싶어 :무루의 어른을 위한 그림책 읽기,9791190030472,16,무루 지음,어크로스,,,Literary Collections
179,(최강왕) 위험 생물 대백과,9791170183945,16,감수: 이마이즈미 타다아키 ;옮김: 이진원,글송이,,,Animals
180,메리,9791160943061,16,안녕달,사계절,,,Comics & Graphic Novels
181,Who? K-POP TWICE,9791156398080,16,"윤상석 (지은이), 서영희 (그림), 김윤하 (감수)",다산어린이,,,Education
182,(카카오프렌즈) 과학 탐정단 :미스터리 과학 학습만화,9791136209597,16,"글: 김승현,그림: 최우빈",대원씨아이,,,Amusement parks
183,(영어 앞에서 당당한 아이를 만드는 새벽달의) 엄마표 영어 17년 보고서,9788997195916,16,새벽달 지음,청림출판,,,Family & Relationships
184,원숭이 오누이,9788970945668,16,글쓴이: 채인선 ;그린이: 배현주,한림출판사,,,Brothers and sisters
185,강아지똥,9788986621136,16,글: 권정생 ;그림: 정승각,길벗어린이,,,"Children's stories, Korean"
186,나는 나의 주인,9788964960035,16,채인선 글 ;안은진 그림,토토북,,,Philosophy
187,오직 두 사람 :김영하 소설,9788954645614,16,지은이: 김영하,문학동네,,,Literary Collections
188,칭찬 먹으러 가요,9788955821970,16,글: 고대영 ;그림: 김영진,길벗어린이,,,Children's stories
189,버티는 삶에 관하여 :허지웅 에세이,9788954625883,16,허지웅 지음,문학동네,,,Design
190,Go Go 카카오프렌즈 15 : 브라질 - 세계 역사 문화 체험 학습만화,9788950989064,16,"김미영 (지은이), 김정한 (그림)",아울북,,,"Comic books, strips, etc"
191,마법천자문 4 - 울려라! 소리 음音,9788950936037,16,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
192,지각대장 존,9788949110073,16,존 버닝햄 글·그림 ;박상희 옮김,비룡소,,,Excuses
193,마법천자문 3 - 비춰라! 빛 광光,9788950936020,16,스튜디오 시리얼,아울북,,,Juvenile Nonfiction
194,피프티 피플 :정세랑 장편소설,9788936434243,16,지은이: 정세랑,창비,,,Literary Collections
195,Why? 반려동물,9788930231671,16,"조영선 (지은이), 이영호 (그림), 김정현 (감수)",예림당,,,Literary Collections
196,(비울수록 사람을 더 채우는) 말그릇,9791185952987,17,김윤나 지음,카시오페아,,,Business & Economics
197,지금 이대로 좋다,9791187297239,17,법륜 지음 ;박정은 그림,정토출판,,,Literary Collections
198,아이엠 봉준호,9788925568119,16,"스토리박스 (지은이), 최우빈 (그림)",주니어RHK(주니어랜덤),,,Motion pictures
199,코로나 이후의 세계,9791158740757,17,제이슨 솅커 지음 ;박성현 옮김,다빈치하우스,,,Business & Economics
200,이파라파냐무냐무,9791160946673,17,이지은 (지은이),사계절,,,Bears
201,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,9791162540640,17,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,,,Self-Help
202,오싹오싹 팬티!,9788964963678,17,글: 에런 레이놀즈 ;옮김: 홍연미,토토북,,,Fear
203,100층짜리 집,9788989863786,17,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,,,Tall buildings
204,말의 품격 :말과 사람과 품격에 대한 생각들,9788997092772,17,이기주 지음,황소북스,,,Communication
205,존리의 부자되기 습관 :대한민국 경제독립 액션 플랜,9791187481720,30,존리 지음,지식노마드,,,Business & Economics
206,이상한 과자 가게 전천당 7,9791164062270,29,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",길벗스쿨,,,Juvenile Fiction
207,놓지 마 과학!,9791190182737,29,"글·그림: 신태훈,나승훈",위즈덤하우스 미디어그룹,,,Korean language materials
208,바다 100층짜리 집,9788966350278,28,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,,,Tall buildings
209,(이상한 과자 가게) 전천당,9791164060931,28,히로시마 레이코 글;김정화 옮김,길벗스쿨,,,Juvenile Fiction
210,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,9788950973353,27,글: 김미영 ;그림: 김정한,북이십일,,,"Comic books, strips, etc"
211,(정재승의) 인간 탐구 보고서,9788950983093,27,"글: 정재은,그림: 김현민",북이십일,,,Brain
212,"설민석의 한국사 대모험 14 - 명의 허준 편 : 안녕, 로빈!",9791165382674,27,"설민석, 스토리박스 (지은이), 정현희 (그림), 태건 역사 연구소 (감수)",아이휴먼,,,Education
213,(설민석의) 통일 대모험,9791188874187,27,"글: 설민석,그림: 원프로",휴먼큐브,,,Education
214,십 년 가게,9791190786607,27,히로시마 레이코 글 ;이소담 옮김,위즈덤하우스 미디어그룹,,,Education
215,당근 유치원,9788936455484,26,지은이: 안녕달,창비,,,Bears
216,"알로하, 나의 엄마들 :이금이 장편소설",9788936477936,26,지은이: 이금이,창비,,,Literary Collections
217,여행의 이유 :김영하 산문,9788954655972,26,지은이: 김영하,문학동네,,,Literary Collections
218,"시선으로부터,",9788954672214,26,정세랑 (지은이),문학동네,,,Literary Collections
219,애쓰지 않고 편안하게,9791130629636,26,김수현 글·그림,다산북스,,,Literary Collections
220,오래 준비해온 대답 :김영하의 시칠리아,9791197021602,26,글·사진: 김영하,복복서가,,,Travel
221,마법천자문 :손오공의 한자 대탐험,9788950950750,25,"저자: 스튜디오시리얼,홍거북",아울북,,,Juvenile Nonfiction
222,에이트 =인공지능에 대체되지 않는 나를 만드는 법 /Eight,9791188388905,25,이지성 지음,차이정원,,,Self-Help
223,Who? BTS :K-pop,9791156397830,24,글: 강진희 ;그림: 이준희,스튜디오다산,,,Biography & Autobiography
224,김미경의 리부트 :코로나로 멈춘 나를 다시 일으켜 세우는 법,9788901243665,23,김미경 지음,웅진씽크빅,,,Business & Economics
